idx,Symbol,Company,Section,PF
1789,8053,住友商事（株）,プライム,
1790,8056,ＢＩＰＲＯＧＹ（株）,プライム,
1791,8057,（株）内田洋行,プライム,
1792,8058,三菱商事（株）,プライム,
1793,8059,第一実業（株）,プライム,
1794,8060,キヤノンマーケティングジャパン（株）,プライム,
1795,8061,西華産業（株）,プライム,
1796,8065,佐藤商事（株）,プライム,
1797,8066,三谷商事（株）,スタンダード,
1798,8070,東京産業（株）,プライム,
1799,8074,（株）ＹＵＡＳＡ,プライム,
1800,8075,神鋼商事（株）,プライム,
1801,8076,（株）カノークス,スタンダード,
1802,8077,トルク（株）,スタンダード,
1803,8078,阪和興業（株）,プライム,
1804,8079,正栄食品工業（株）,プライム,
1805,8084,（株）ＲＹＯＤＥＮ,プライム,
1806,8086,ニプロ（株）,プライム,
1807,8088,岩谷産業（株）,プライム,
1808,8089,ナイス（株）,スタンダード,
1809,8091,ニチモウ（株）,プライム,
1810,8093,極東貿易（株）,プライム,
1811,8095,アステナホールディングス（株）,プライム,
1812,8097,三愛オブリ（株）,プライム,
1813,8098,稲畑産業（株）,プライム,
1814,8101,（株）ＧＳＩクレオス,プライム,
1815,8103,明和産業（株）,プライム,
1816,8107,（株）キムラタン,スタンダード,
1817,8111,（株）ゴールドウイン,プライム,
1818,8113,ユニ・チャーム（株）,プライム,
1819,8115,ムーンバット（株）,スタンダード,
1820,8117,中央自動車工業（株）,スタンダード,
1821,8118,（株）キング,スタンダード,
1822,8125,（株）ワキタ,プライム,
1823,8127,ヤマトインターナショナル（株）,スタンダード,
1824,8129,東邦ホールディングス（株）,プライム,
1825,8130,（株）サンゲツ,プライム,
1826,8131,（株）ミツウロコグループホールディングス,スタンダード,
1827,8132,シナネンホールディングス（株）,プライム,
1828,8133,伊藤忠エネクス（株）,プライム,
1829,8136,（株）サンリオ,プライム,
1830,8137,サンワテクノス（株）,プライム,
1831,8139,（株）ナガホリ,スタンダード,
1832,8141,新光商事（株）,プライム,
1833,8142,（株）トーホー,プライム,
1834,8150,三信電気（株）,プライム,
1835,8151,（株）東陽テクニカ,プライム,
1836,8153,（株）モスフードサービス,プライム,
1837,8154,加賀電子（株）,プライム,
1838,8157,都築電気（株）,プライム,
1839,8158,ソーダニッカ（株）,プライム,
1840,8159,（株）立花エレテック,プライム,
1841,8160,（株）木曽路,プライム,
1842,8163,ＳＲＳホールディングス（株）,プライム,
1843,8165,（株）千趣会,スタンダード,
1844,8167,（株）リテールパートナーズ,プライム,
1845,8173,（株）Ｊｏｓｈｉｎ,プライム,
1846,8174,日本瓦斯（株）,プライム,
1847,8179,ロイヤルホールディングス（株）,プライム,
1848,8185,（株）チヨダ,プライム,
1849,8194,（株）ライフコーポレーション,プライム,
1850,8200,（株）リンガーハット,プライム,
1851,8202,ラオックスホールディングス（株）,スタンダード,
1852,8203,（株）ＭｒＭａｘＨＤ,プライム,
1853,8214,（株）ＡＯＫＩホールディングス,プライム,
1854,8217,（株）オークワ,プライム,
1855,8218,（株）コメリ,プライム,
1856,8219,青山商事（株）,プライム,
1857,8227,（株）しまむら,プライム,
1858,8230,（株）はせがわ,スタンダード,
1859,8233,（株）高島屋,プライム,
1860,8237,（株）松屋,プライム,
1861,8242,エイチ・ツー・オー　リテイリング（株）,プライム,
1862,8244,（株）近鉄百貨店,スタンダード,
1863,8252,（株）丸井グループ,プライム,
1864,8253,（株）クレディセゾン,プライム,
1865,8254,（株）さいか屋,スタンダード,
1866,8255,アクシアル　リテイリング（株）,プライム,
1867,8260,（株）井筒屋,スタンダード,
1868,8267,イオン（株）,プライム,
1869,8273,（株）イズミ,プライム,
1870,8275,（株）フォーバル,スタンダード,
1871,8276,（株）平和堂,プライム,
1872,8278,（株）フジ,プライム,
1873,8281,ゼビオホールディングス（株）,プライム,
1874,8282,（株）ケーズホールディングス,プライム,
1875,8283,（株）ＰＡＬＴＡＣ,プライム,
1876,8285,三谷産業（株）,スタンダード,
1877,8289,（株）Ｏｌｙｍｐｉｃグループ,スタンダード,
1878,8291,日産東京販売ホールディングス（株）,スタンダード,
1879,8304,（株）あおぞら銀行,プライム,
1880,8306,（株）三菱ＵＦＪフィナンシャル・グループ,プライム,
1881,8308,（株）りそなホールディングス,プライム,
1882,8309,三井住友トラストグループ（株）,プライム,
1883,8316,（株）三井住友フィナンシャルグループ,プライム,
1884,8331,（株）千葉銀行,プライム,
1885,8334,（株）群馬銀行,プライム,
1886,8336,（株）武蔵野銀行,プライム,
1887,8337,（株）千葉興業銀行,プライム,
1888,8338,（株）筑波銀行,プライム,
1889,8341,（株）七十七銀行,プライム,
1890,8343,（株）秋田銀行,プライム,
1891,8344,（株）山形銀行,プライム,
1892,8345,（株）岩手銀行,プライム,
1893,8346,（株）東邦銀行,プライム,
1894,8349,（株）東北銀行,スタンダード,
1895,8354,（株）ふくおかフィナンシャルグループ,プライム,
1896,8358,スルガ銀行（株）,プライム,
1897,8359,（株）八十二長野銀行,プライム,
1898,8360,（株）山梨中央銀行,プライム,
1899,8361,（株）大垣共立銀行,プライム,
1900,8362,（株）福井銀行,プライム,
1901,8364,（株）清水銀行,プライム,
1902,8365,（株）富山銀行,スタンダード,
1903,8366,（株）滋賀銀行,プライム,
1904,8367,（株）南都銀行,プライム,
1905,8368,（株）百五銀行,プライム,
1906,8370,（株）紀陽銀行,プライム,
1907,8377,（株）ほくほくフィナンシャルグループ,プライム,
1908,8381,（株）山陰合同銀行,プライム,
1909,8383,（株）鳥取銀行,スタンダード,
1910,8386,（株）百十四銀行,プライム,
1911,8387,（株）四国銀行,プライム,
1912,8388,（株）阿波銀行,プライム,
1913,8392,（株）大分銀行,プライム,
1914,8393,（株）宮崎銀行,プライム,
1915,8395,（株）佐賀銀行,プライム,
1916,8399,（株）琉球銀行,プライム,
1917,8410,（株）セブン銀行,プライム,
1918,8411,（株）みずほフィナンシャルグループ,プライム,
1919,8416,（株）高知銀行,スタンダード,
1920,8418,（株）山口フィナンシャルグループ,プライム,
1921,8424,芙蓉総合リース（株）,プライム,
1922,8425,みずほリース（株）,プライム,
1923,8439,東京センチュリー（株）,プライム,
1924,8473,ＳＢＩホールディングス（株）,プライム,
1925,8508,Ｊトラスト（株）,スタンダード,
1926,8511,日本証券金融（株）,プライム,
1927,8522,（株）名古屋銀行,プライム,
1928,8524,（株）北洋銀行,プライム,
1929,8537,（株）大光銀行,スタンダード,
1930,8541,（株）愛媛銀行,プライム,
1931,8542,（株）トマト銀行,スタンダード,
1932,8544,（株）京葉銀行,プライム,
1933,8550,（株）栃木銀行,プライム,
1934,8551,（株）北日本銀行,プライム,
1935,8558,（株）東和銀行,プライム,
1936,8562,（株）福島銀行,スタンダード,
1937,8563,（株）大東銀行,スタンダード,
1938,8566,リコーリース（株）,プライム,
1939,8570,イオンフィナンシャルサービス（株）,プライム,
1940,8572,アコム（株）,スタンダード,
1941,8584,（株）ジャックス,プライム,
1942,8585,（株）オリエントコーポレーション,プライム,
1943,8591,オリックス（株）,プライム,
1944,8593,三菱ＨＣキャピタル（株）,プライム,
1945,8595,ジャフコ　グループ（株）,プライム,
1946,8596,（株）九州リースサービス,スタンダード,
1947,8600,トモニホールディングス（株）,プライム,
1948,8601,（株）大和証券グループ本社,プライム,
1949,8604,野村ホールディングス（株）,プライム,
1950,8609,（株）岡三証券グループ,プライム,
1951,8613,丸三証券（株）,プライム,
1952,8614,東洋証券（株）,プライム,
1953,8616,東海東京フィナンシャル・ホールディングス（株）,プライム,
1954,8617,光世証券（株）,スタンダード,
1955,8622,水戸証券（株）,プライム,
1956,8624,いちよし証券（株）,プライム,
1957,8628,松井証券（株）,プライム,
1958,8630,ＳＯＭＰＯホールディングス（株）,プライム,
1959,8697,（株）日本取引所グループ,プライム,
1960,8698,マネックスグループ（株）,プライム,
1961,8699,ＨＳホールディングス（株）,スタンダード,
1962,8704,トレイダーズホールディングス（株）,スタンダード,
1963,8705,日産証券グループ（株）,スタンダード,
1964,8706,極東証券（株）,プライム,
1965,8707,岩井コスモホールディングス（株）,プライム,
1966,8708,アイザワ証券グループ（株）,プライム,
1967,8713,フィデアホールディングス（株）,プライム,
1968,8714,（株）池田泉州ホールディングス,プライム,
1969,8715,アニコム　ホールディングス（株）,プライム,
1970,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス（株）,プライム,
1971,8729,ソニーフィナンシャルグループ（株）,プライム,
1972,8739,スパークス・グループ（株）,プライム,
1973,8742,（株）小林洋行,スタンダード,
1974,8750,（株）第一ライフグループ,プライム,
1975,8766,東京海上ホールディングス（株）,プライム,
1976,8769,（株）アドバンテッジリスクマネジメント,スタンダード,
1977,8771,イー・ギャランティ（株）,プライム,
1978,8789,フィンテック　グローバル（株）,スタンダード,
1979,8793,ＮＥＣキャピタルソリューション（株）,プライム,
1980,8795,（株）Ｔ＆Ｄホールディングス,プライム,
1981,8801,三井不動産（株）,プライム,
1982,8802,三菱地所（株）,プライム,
1983,8803,平和不動産（株）,プライム,
1984,8804,東京建物（株）,プライム,
1985,8818,京阪神ビルディング（株）,プライム,
1986,8830,住友不動産（株）,プライム,
1987,8835,太平洋興発（株）,スタンダード,
1988,8841,（株）テーオーシー,スタンダード,
1989,8844,（株）コスモスイニシア,スタンダード,
1990,8848,（株）レオパレス２１,プライム,
1991,8850,スターツコーポレーション（株）,プライム,
1992,8860,フジ住宅（株）,プライム,
1993,8869,明和地所（株）,スタンダード,
1994,8871,（株）ゴールドクレスト,スタンダード,
1995,8876,（株）リログループ,プライム,
1996,8877,エスリード（株）,プライム,
1997,8881,（株）日神グループホールディングス,プライム,
1998,8887,（株）シーラホールディングス,スタンダード,
1999,8892,（株）エスコン,プライム,
2000,8894,（株）ＲＥＶＯＬＵＴＩＯＮ,スタンダード,
2001,8897,ＭＩＲＡＲＴＨホールディングス（株）,プライム,
2002,8904,（株）ＡＶＡＮＴＩＡ,スタンダード,
2003,8908,（株）毎日コムネット,スタンダード,
2004,8912,（株）エリアクエスト,スタンダード,
2005,8914,エリアリンク（株）,スタンダード,
2006,8917,ファースト住建（株）,スタンダード,
2007,8919,（株）カチタス,プライム,
2008,8920,（株）東祥,スタンダード,
2009,8923,トーセイ（株）,プライム,
2010,8927,（株）明豊エンタープライズ,スタンダード,
2011,8928,穴吹興産（株）,スタンダード,
2012,8931,和田興産（株）,スタンダード,
2013,8934,サンフロンティア不動産（株）,プライム,
2014,8935,（株）ＦＪネクストホールディングス,プライム,
2015,8996,（株）ハウスフリーダム,スタンダード,
2016,8999,グランディハウス（株）,プライム,
2017,9001,東武鉄道（株）,プライム,
2018,9003,相鉄ホールディングス（株）,プライム,
2019,9005,東急（株）,プライム,
2020,9006,京浜急行電鉄（株）,プライム,
2021,9007,小田急電鉄（株）,プライム,
2022,9008,京王電鉄（株）,プライム,
2023,9009,京成電鉄（株）,プライム,
2024,9010,富士急行（株）,プライム,
2025,9020,東日本旅客鉄道（株）,プライム,
2026,9021,西日本旅客鉄道（株）,プライム,
2027,9022,東海旅客鉄道（株）,プライム,
2028,9023,東京地下鉄（株）,プライム,
2029,9024,（株）西武ホールディングス,プライム,
2030,9025,鴻池運輸（株）,プライム,
2031,9028,（株）ゼロ,スタンダード,
2032,9031,西日本鉄道（株）,プライム,
2033,9033,広島電鉄（株）,スタンダード,
2034,9037,（株）ハマキョウレックス,プライム,
2035,9039,（株）サカイ引越センター,プライム,
2036,9041,近鉄グループホールディングス（株）,プライム,
2037,9042,阪急阪神ホールディングス（株）,プライム,
2038,9044,（株）ＮＡＮＫＡＩ,プライム,
2039,9045,京阪ホールディングス（株）,プライム,
2040,9046,神戸電鉄（株）,スタンダード,
2041,9048,名古屋鉄道（株）,プライム,
2042,9052,山陽電気鉄道（株）,プライム,
2043,9059,カンダホールディングス（株）,スタンダード,
2044,9064,ヤマトホールディングス（株）,プライム,
2045,9065,山九（株）,プライム,
2046,9068,丸全昭和運輸（株）,プライム,
2047,9069,センコーグループホールディングス（株）,プライム,
2048,9072,ニッコンホールディングス（株）,プライム,
2049,9074,日本石油輸送（株）,スタンダード,
2050,9075,福山通運（株）,プライム,
2051,9076,セイノーホールディングス（株）,プライム,
2052,9081,神奈川中央交通（株）,プライム,
2053,9083,神姫バス（株）,スタンダード,
2054,9090,ＡＺ－ＣＯＭ丸和ホールディングス（株）,プライム,
2055,9101,日本郵船（株）,プライム,
2056,9104,（株）商船三井,プライム,
2057,9107,川崎汽船（株）,プライム,
2058,9110,ＮＳユナイテッド海運（株）,プライム,
2059,9119,飯野海運（株）,プライム,
2060,9130,共栄タンカー（株）,スタンダード,
2061,9142,九州旅客鉄道（株）,プライム,
2062,9143,ＳＧホールディングス（株）,プライム,
2063,9145,（株）ビーイングホールディングス,スタンダード,
2064,9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス（株）,プライム,
2065,9158,（株）シーユーシー,グロース,
2066,9160,（株）オンザページ,スタンダード,
2067,9201,日本航空（株）,プライム,
2068,9202,ＡＮＡホールディングス（株）,プライム,
2069,9216,ビーウィズ（株）,プライム,
2070,9218,（株）メンタルヘルステクノロジーズ,グロース,
2071,9219,（株）ギックス,グロース,
2072,9227,マイクロ波化学（株）,グロース,
2073,9229,（株）サンウェルズ,プライム,
2074,9233,アジア航測（株）,スタンダード,
2075,9247,ＴＲＥホールディングス（株）,プライム,
2076,9262,（株）シルバーライフ,スタンダード,
2077,9264,ポエック（株）,スタンダード,
2078,9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ（株）,プライム,
2079,9268,（株）オプティマスグループ,スタンダード,
2080,9270,バリュエンスホールディングス（株）,グロース,
2081,9273,コーア商事ホールディングス（株）,プライム,
2082,9274,ＫＰＰグループホールディングス（株）,プライム,
2083,9278,ブックオフグループホールディングス（株）,プライム,
2084,9279,（株）ギフトホールディングス,プライム,
2085,9301,三菱倉庫（株）,プライム,
2086,9302,三井倉庫ホールディングス（株）,プライム,
2087,9303,（株）住友倉庫,プライム,
2088,9304,澁澤倉庫（株）,プライム,
2089,9305,（株）ヤマタネ,プライム,
2090,9306,東陽倉庫（株）,スタンダード,
2091,9307,（株）杉村倉庫,スタンダード,
2092,9308,乾汽船（株）,スタンダード,
2093,9310,日本トランスシティ（株）,プライム,
2094,9312,ケイヒン（株）,スタンダード,
2095,9319,（株）中央倉庫,プライム,
2096,9324,安田倉庫（株）,プライム,
2097,9332,ＮＩＳＳＯホールディングス（株）,プライム,
2098,9336,大栄環境（株）,プライム,
2099,9347,日本管財ホールディングス（株）,プライム,
2100,9351,東洋埠頭（株）,スタンダード,
2101,9364,（株）上組,プライム,
2102,9366,（株）サンリツ,スタンダード,
2103,9368,キムラユニティー（株）,スタンダード,
2104,9369,（株）キユーソー流通システム,スタンダード,
2105,9376,（株）ユーラシア旅行社,スタンダード,
2106,9380,東海運（株）,スタンダード,
2107,9385,（株）ショーエイコーポレーション,スタンダード,
2108,9401,（株）ＴＢＳホールディングス,プライム,
2109,9404,日本テレビホールディングス（株）,プライム,
2110,9405,朝日放送グループホールディングス（株）,プライム,
2111,9409,（株）テレビ朝日ホールディングス,プライム,
2112,9412,スカパーＪＳＡＴ（株）,プライム,
2113,9413,（株）テレビ東京ホールディングス,プライム,
2114,9414,日本ＢＳ放送（株）,スタンダード,
2115,9416,（株）ビジョン,プライム,
2116,9417,（株）スマートバリュー,スタンダード,
2117,9418,（株）Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,プライム,
2118,9419,（株）ワイヤレスゲート,スタンダード,
2119,9423,（株）フォーバル・リアルストレート,スタンダード,
2120,9424,日本通信（株）,プライム,
2121,9428,（株）クロップス,スタンダード,
2122,9432,ＮＴＴ（株）,プライム,
2123,9433,ＫＤＤＩ（株）,プライム,
2124,9434,ソフトバンク（株）,プライム,
2125,9435,（株）光通信,プライム,
2126,9436,沖縄セルラー電話（株）,スタンダード,
2127,9438,（株）エムティーアイ,プライム,
2128,9439,（株）エム・エイチ・グループ,スタンダード,
2129,9441,（株）ベルパーク,スタンダード,
2130,9445,（株）フォーバルテレコム,スタンダード,
2131,9449,ＧＭＯインターネットグループ（株）,プライム,
2132,9450,（株）ファイバーゲート,スタンダード,
2133,9466,（株）アイドママーケティングコミュニケーション,スタンダード,
2134,9467,（株）アルファポリス,グロース,
2135,9468,（株）ＫＡＤＯＫＡＷＡ,プライム,
2136,9470,（株）学研ホールディングス,プライム,
2137,9474,（株）ゼンリン,プライム,
2138,9475,（株）昭文社ホールディングス,スタンダード,
2139,9501,東京電力ホールディングス（株）,プライム,
2140,9502,中部電力（株）,プライム,
2141,9503,関西電力（株）,プライム,
2142,9504,中国電力（株）,プライム,
2143,9505,北陸電力（株）,プライム,
2144,9506,東北電力（株）,プライム,
2145,9507,四国電力（株）,プライム,
2146,9508,九州電力（株）,プライム,
2147,9509,北海道電力（株）,プライム,
2148,9511,沖縄電力（株）,プライム,
2149,9513,電源開発（株）,プライム,
2150,9517,イーレックス（株）,プライム,
2151,9519,（株）レノバ,プライム,
2152,9531,東京瓦斯（株）,プライム,
2153,9532,大阪瓦斯（株）,プライム,
2154,9533,東邦瓦斯（株）,プライム,
2155,9534,北海道瓦斯（株）,プライム,
2156,9535,広島ガス（株）,プライム,
2157,9536,西部ガスホールディングス（株）,プライム,
2158,9539,京葉瓦斯（株）,スタンダード,
2159,9543,静岡ガス（株）,プライム,
2160,9551,メタウォーター（株）,プライム,
2161,9552,（株）クオンツ総研ホールディングス,プライム,
2162,9553,（株）マイクロアド,グロース,
2163,9560,（株）プログリット,グロース,
2164,9601,松竹（株）,プライム,
2165,9602,東宝（株）,プライム,
2166,9603,（株）エイチ・アイ・エス,プライム,
2167,9605,東映（株）,プライム,
2168,9610,ウィルソン・ラーニング　ワールドワイド（株）,スタンダード,
2169,9616,（株）共立メンテナンス,プライム,
2170,9619,（株）イチネンホールディングス,プライム,
2171,9621,（株）建設技術研究所,プライム,
2172,9622,（株）スペース,プライム,
2173,9627,（株）アインホールディングス,プライム,
2174,9628,燦ホールディングス（株）,プライム,
2175,9633,東京テアトル（株）,スタンダード,
2176,9644,（株）タナベコンサルティンググループ,プライム,
2177,9651,日本プロセス（株）,スタンダード,
2178,9656,グリーンランドリゾート（株）,スタンダード,
2179,9663,（株）ナガワ,プライム,
2180,9672,東京都競馬（株）,プライム,
2181,9678,（株）カナモト,プライム,
2182,9682,（株）ＤＴＳ,プライム,
2183,9684,（株）スクウェア・エニックス・ホールディングス,プライム,
2184,9687,（株）ＫＳＫ,スタンダード,
2185,9692,（株）シーイーシー,プライム,
2186,9697,（株）カプコン,プライム,
2187,9699,ニシオホールディングス（株）,プライム,
2188,9702,（株）アイ・エス・ビー,プライム,
2189,9706,日本空港ビルデング（株）,プライム,
2190,9708,（株）帝国ホテル,スタンダード,
2191,9709,ＮＣＳ＆Ａ（株）,スタンダード,
2192,9713,（株）ロイヤルホテル,スタンダード,
2193,9715,トランス・コスモス（株）,プライム,
2194,9716,（株）乃村工藝社,プライム,
2195,9722,藤田観光（株）,プライム,
2196,9729,（株）トーカイ,プライム,
2197,9735,セコム（株）,プライム,
2198,9740,セントラル警備保障（株）,プライム,
2199,9742,（株）アイネス,プライム,
2200,9743,（株）丹青社,プライム,
2201,9744,（株）メイテックグループホールディングス,プライム,
2202,9746,（株）ＴＫＣ,プライム,
2203,9755,応用地質（株）,プライム,
2204,9757,（株）船井総研ホールディングス,プライム,
2205,9759,（株）ＮＳＤ,プライム,
2206,9760,（株）進学会ホールディングス,スタンダード,
2207,9763,丸建リース（株）,スタンダード,
2208,9765,（株）オオバ,プライム,
2209,9766,コナミグループ（株）,プライム,
2210,9788,（株）ナック,プライム,
2211,9790,福井コンピュータホールディングス（株）,プライム,
2212,9793,（株）ダイセキ,プライム,
2213,9795,（株）ステップ,プライム,
2214,9818,大丸エナウィン（株）,スタンダード,
2215,9824,泉州電業（株）,プライム,
2216,9828,（株）Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,スタンダード,
2217,9830,トラスコ中山（株）,プライム,
2218,9831,（株）ヤマダホールディングス,プライム,
2219,9832,（株）オートバックスセブン,プライム,
2220,9835,（株）ジュンテンドー,スタンダード,
2221,9837,モリト（株）,プライム,
2222,9842,アークランズ（株）,プライム,
2223,9843,（株）ニトリホールディングス,プライム,
2224,9850,（株）グルメ杵屋,プライム,
2225,9854,愛眼（株）,スタンダード,
2226,9856,（株）ケーユーホールディングス,スタンダード,
2227,9857,英和（株）,スタンダード,
2228,9861,（株）吉野家ホールディングス,プライム,
2229,9869,加藤産業（株）,プライム,
2230,9872,北恵（株）,スタンダード,
2231,9882,（株）イエローハット,プライム,
2232,9885,（株）シャルレ,スタンダード,
2233,9887,（株）松屋フーズホールディングス,プライム,
2234,9889,ＪＢＣＣホールディングス（株）,プライム,
2235,9896,ＪＫホールディングス（株）,スタンダード,
2236,9900,（株）サガミホールディングス,プライム,
2237,9902,（株）日伝,プライム,
2238,9903,（株）カンセキ,スタンダード,
2239,9913,日邦産業（株）,スタンダード,
2240,9928,（株）ミロク情報サービス,プライム,
2241,9930,北沢産業（株）,スタンダード,
2242,9932,杉本商事（株）,プライム,
2243,9934,因幡電機産業（株）,プライム,
2244,9936,（株）王将フードサービス,プライム,
2245,9946,ミニストップ（株）,プライム,
2246,9948,（株）アークス,プライム,
2247,9956,（株）バローホールディングス,プライム,
2248,9959,アシードホールディングス（株）,スタンダード,
2249,9960,東テク（株）,プライム,
2250,9962,（株）ミスミグループ本社,プライム,
2251,9969,（株）ショクブン,スタンダード,
2252,9972,アルテック（株）,スタンダード,
2253,9974,（株）ベルク,プライム,
2254,9979,（株）大庄,スタンダード,
2255,9980,ＭＲＫホールディングス（株）,スタンダード,
2256,9982,タキヒヨー（株）,スタンダード,
2257,9983,（株）ファーストリテイリング,プライム,
2258,9984,ソフトバンクグループ（株）,プライム,
2259,9987,（株）スズケン,プライム,
2260,9989,（株）サンドラッグ,プライム,
2261,9990,（株）サックスバー　ホールディングス,プライム,
2262,9991,ジェコス（株）,プライム,
2263,9994,（株）やまや,スタンダード,
2264,9996,（株）サトー商会,スタンダード,
2265,9997,（株）ベルーナ,プライム,
